,title,rating,review,address,user_id
809,Grandwork Hotel,1.8,10,"Hoşdere Cad. No:142 Ayrancı, Çankaya, Ankara 06520 Türkiye",1
76,Başkent Konukevi,1.8,12,"Kültür Mahallesi, İçel Sokak No: 27 Çankaya, Atatürk Üniversitesi, Ankara 06420 Türkiye",6
2157,Aycha Butik Hotel,3.6,3,"Fakulteler Mahallesi Cemal Gursel Caddesi No 45 Cebeci, Ankara Türkiye",3
1984,Golden Boutique Hotel,2.3,39,"Boğaz Sokak No: 18 Kavaklıdere Gop, Ankara 06700 Türkiye",10
115,Grand Midyat Otel,0.0,6,"Meşrutiyet Cad. Karanfil Sok. No:22 Kızılay, Ankara Türkiye",5
2031,Hotel Anıttepe 2000,3.3,22,"Gülseren Sok. No:28 Maltepe, Ankara 06570 Türkiye",7
1774,Ankara Royal Hotel,0.0,39,"Büklüm Sokak No: 37 Çankaya, Ankara 06680 Türkiye",9
2923,Hotel Aldino,4.5,108,"Tunali Hilmi Caddesi Bulten Sokak, No: 22, Ankara 06700 Türkiye",2
2172,Yildiz Hotel,4.3,1,"Esdost Sokak No:4 Ulus, Ankara 06000 Türkiye",8
2809,And Butik Hotel,3.3,1,"Kale Mahallesi Istek Sokak No:2, Ankara 06230 Türkiye",7
2062,My Home Anatolia Hotel,2.6,2,"Kültür, Becerikli Sk. No:21, Ankara 06420 Türkiye",8
772,Ankara Hotel Pino,2.1,8,"Bayraktar Mah. Bayrakli Sok. No: 35, Ankara 6700 Türkiye",4
1704,YV Boutique Hotel,2.6,8,"Zuhtu Tigrel Caddesi No: 3 Oran, Ankara 06450 Türkiye",9
819,Otel Büyük Erşan,0.6,5,"Selanaik Cad. No:74 Kızılay, Çankaya, Ankara Türkiye",1
2924,Demora Hotel Cankaya,3.1,115,"Kavaklidere Mah. Esat Cad. No 51 Cankaya, Ankara 06700 Türkiye",3
456,Eyna Hotel,3.8,5,"Istanbul Caddesi No:88 Iskitler, Ankara 06070 Türkiye",7
138,Izzotel Ankara,1.8,6,"Fevzi Çakmak 1 Sok. No:12, Ankara 06420 Türkiye",8
289,Wyndham Ankara,4.0,691,"Yaşam Ave 4th St No:4 Söğütözü, Ankara 06510 Türkiye",9
1726,Hotel Samm,2.0,27,"Uğur Mumcu Cad. No:19 Gaziosmanpaşa, Ankara Türkiye",1
2774,Esila Hotel,2.6,24,"GMK Bulvarı No: 109 Maltepe, Ankara 06570 Türkiye",2
1874,Beypalas Hotel,2.8,29,"Beytepe Mah. Irfan Gumusel Cad. No47 Beypazarı, Ankara 6730 Türkiye",9
300,Seven Deep Hotel,1.1,54,"Bestekar Sk. No: 72 Çankaya, Ankara 06680 Türkiye",10
924,Hotel Houston,2.5,57,"Güniz Sok. No:26 Kuğulu Park Mevki Kavaklidere, Ankara 6700 Türkiye",6
1361,Akman TZOB Otel,2.3,53,"Çamlıca Mahallesi, 138. Sokak No: 1 Yenimahalle, Ankara 06200 Türkiye",5
827,Ankara Trend House Apart,2.5,1,"Asagi Ovecler Mahallesi, 1326. Sokak No: 3, Ankara 06460 Türkiye",9
2678,Surmeli Ankara,2.0,108,"Cihan Sokak No 6 Sıhhiye, Ankara 06430 Türkiye",6
2526,Holiday Inn Ankara-Kavaklidere,1.8,266,"Tunus Caddesi No 7 Kavaklidere, Ankara 06680 Türkiye",3
3073,Royal Anka Hotel,3.1,37,"G.M.K Bulvary No:96 Maltepe, Ankara Türkiye",2
191,Cihan Palas Yeni Hotel,1.9,11,"Sanayi Caddesi 5/B Ulus, Ankara 06050 Türkiye",1
173,Melodi Hotel,4.0,1,"Karanfil Sok. 10 Kizilay, Ankara Türkiye",3
597,Midas Otel,1.9,69,"Tunus Cad. No:20 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",8
38,Hotel Excellence Inn,3.5,22,"Prof. Dr. Ahmet Taner Kislali Mah 2914 Cad No 4 Cayyolu Cankaya, Ankara 06810 Türkiye",8
1816,Anka Konutları,2.8,2,"Ataç-2 Sokak, No: 63 Kültür Mah., Ankara 06530 Türkiye",1
1899,Raymar Hotels Ankara,2.0,97,"Meşrutiyet Mah. Selanik 2 Cad. No: 74, Ankara 06420 Türkiye",4
2304,Golden Boutique Hotel,4.0,39,"Boğaz Sokak No: 18 Kavaklıdere Gop, Ankara 06700 Türkiye",1
510,Hotel Etap Bulvar,1.8,16,"Olgunlar Cad. No:4 Bakanlıklar, Ankara 06680 Türkiye",1
973,Best Western Plus Center Hotel,3.1,27,"Meşrutiyet mh Olgunlar Cad. 5/B, Ankara 06420 Türkiye",6
837,Hotel Hitit Aile,3.6,4,"Hisarparki Caddesi No 12, Ankara 06250 Türkiye",9
2118,Ankara Madi Hotel,0.0,6,"Altındağ Mahallesi, Rüzgarlı Cadde No: 19 Altındağ, Ulus, Ankara 06030 Türkiye",4
1455,Bulduk Otel,1.8,11,"Sanayi Cad. No:26 Ulus/İsmetpaşa, Altındağ, Ankara 06050 Türkiye",9
1977,Güvenay Business Hotel,3.1,74,"Gazi Mustafa Kemal Blv., No:139 Anıttepe, Ankara 06570 Türkiye",3
777,Golden House,2.8,1,"Kızılırmak Caddesi no:14/3, Ankara 06100 Türkiye",9
176,Destino Park Hotel,1.8,9,"Maltepe Mah. Gazi Mustafa Kemal Bulvarı No: 59/1 Çankaya, Ankara 06570 Türkiye",6
664,Business Park Hotel,4.3,80,"Necatibey Caddesi No 35, Ankara 06450 Türkiye",6
1992,Latifoglu Hotel,4.1,20,"Olgunlar Cad. No:10 Kavaklidere, Ankara 06170 Türkiye",8
1426,Sarr Tac Mahal Hotel,1.6,13,"İstanbul Cad. No:14 Ulus/İsmetpaşa, Altındağ, Ankara 06360 Türkiye",10
1573,Demora Hotel Kavaklıdere,2.6,1,"Esat Cd. No:51 Kavaklıdere Mahallesi, Ankara 06101 Türkiye",7
2216,Lion City Hotel Kızılay,1.5,1,"Kocatepe Mahallesi Bayındır 2 Sokak no:35, Ankara 06420 Türkiye",2
871,Butik Otel Yargıtayevi,3.0,1,"Zühtü Tiğrel Cad. No:3 Dikmen, Çankaya, Ankara Türkiye",3
1278,Hilton Garden Inn Ankara Gimat,3.0,512,"Camlica Mahallesi Anadolu Bulvari No:26 Yenimahalle, Ankara 06200 Türkiye",1
1377,Cam Thermal Resort & Spa,0.6,3,"Kızılcahamam soguksu milli parkı ici Yenice Mahallesi, Ankara 06890 Türkiye",1
196,Erşan Otel,1.4,2,"Meşrutiyet Mahallesi, Meşrutiyet Cd. No: 13 Çankaya, Kızılay, Ankara 06420 Türkiye",6
79,Nesta Boutique Hotel,2.8,19,"Ugur Mumcu Cad. Kiz Kulesi Sok. No 36, Ankara 06610 Türkiye",9
2071,Siyav Hotel,2.7,11,"Konur Sokak No:56 Kavaklıdere Mahallesi, Ankara 06680 Türkiye",7
2485,Kardelen Apart Otel,1.0,1,"Halk Sokak 7, Ankara 06430 Türkiye",2
325,Koza Suite Hotel,3.6,62,"Koza Sokak No: 52 Gaziosmanpaşa Çankaya, Ankara 06700 Türkiye",6
696,Class Otel,1.3,39,"Bestekar Sok. No:64 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",8
2454,Esila Hotel,4.6,24,"GMK Bulvarı No: 109 Maltepe, Ankara 06570 Türkiye",1
3010,Guleryuz Hotel,3.6,4,"Sanayi Caddesi No:37 Ulus Altindag, Ankara 06050 Türkiye",9
3131,Yayla Club,2.5,8,"Ankara-Istanbul Eski E-5 Karayolu 108.Km Meseler Yaylasi Kizilcahamam, Ankara Türkiye",10
1765,Hotel 2000 Tunali,2.7,4,"Tuhali Hilani, Ankara 6680 Türkiye",10
141,Ak Life Hotel & Suite,3.0,1,"Kırkpınar Sk. No.21, Ankara 06540 Türkiye",1
2064,Doğa Residence Otel,1.8,19,"Ataç 1 Sok. No:11 Kızılay, Çankaya, Ankara 06410 Türkiye",10
1053,Sc Inn Hotel Ankara,3.3,45,"Bulten Sokak, No 54, Ankara 06680 Türkiye",6
2599,Gordion Hotel,2.0,125,"Tunalı Hilmi Cd, Büklüm Sok. No:59 Kavaklıdere, Ankara 06660 Türkiye",7
279,The Wings Hotels Neva Palas,1.8,51,"Esat Cad 32 Kucukesat, Ankara 06640 Türkiye",9
1747,Grand Verda Hotel,2.8,49,"Rüzgarlı Eşdost Sok. No:6 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",2
1122,Otel Santral,2.0,1,"Denizciler Cad. Dibek Sok. No:4 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",5
1347,Sonno Boutique Rooms & Suites,1.3,75,"Tunus Caddesi No:52 Cankaya, Ankara 06000 Türkiye",1
2891,Ankara Plaza Otel,2.0,180,"Bestekar Sok. No: 5, Ankara 06680 Türkiye",10
2210,Rota Bulvar Hotel,0.5,37,"Atatürk Bulvarı No: 63 Kızılay, Ankara Türkiye",6
407,Anittepe Vilayetler Evi,0.0,9,"Genclik Cd. No 18 , Cankaya, Ankara 06570 Türkiye",8
2200,Rescate Boutique Hotel,2.8,40,"Rabindranath Tagore Cad No:80 Yildiz, Ankara 06560 Türkiye",6
2602,Kahya Hotel,3.0,73,"Korkutreis Mahallesi, Yeşilırmak Caddesi, No:14 Demirtepe, Ankara 06400 Türkiye",10
478,Ankara Vali Abdülkadir Aksu Vilayetler Evi,1.3,1,"Çamlıca Mah. 1. Cad. No:2 Demetevler, Yenimahalle, Ankara Türkiye",9
3148,Aldino Residence,2.5,13,"Buklum Sokak No: 103, Ankara 06700 Türkiye",7
2481,Yurt Akademi Ankara,2.6,1,"Bardacik Sokak No 20 Kavaklidere, Ankara 06670 Türkiye",8
1181,White Tail,3.6,3,"Elmadag Kayak Merkezi Elmadag, Ankara Türkiye",4
517,Hotel Hitit Aile,3.3,4,"Hisarparki Caddesi No 12, Ankara 06250 Türkiye",8
2881,A Apart Otel,2.1,10,"Güvenevler Mah., Güneş Sok. No.: 19,, Ankara 6690 Türkiye",10
2502,Anıt Park Otel,1.7,14,"Gazi Mustafa Kemal Bulv. Kubilay Sok. No:45 Tandoğan, Çankaya, Ankara Türkiye",9
3024,Doğa Residence Otel,3.8,19,"Ataç 1 Sok. No:11 Kızılay, Çankaya, Ankara 06410 Türkiye",3
3062,OZ Altin Basak Hotel,2.3,1,"Anafartalar Mah Denizciler Cad No:46, Ankara 06050 Türkiye",1
796,Gazi Park Hotel,0.9,53,"Alparslan Türkeş Cad. No:69 Beştepe Mah., Yenimahalle, Ankara Türkiye",8
2801,Yurt Akademi Ankara,2.0,1,"Bardacik Sokak No 20 Kavaklidere, Ankara 06670 Türkiye",9
2287,The Green Park Hotel Ankara,2.6,344,"KIzilirmak Mah. 1443. Cad. No:39 Cukurambar, Balgat, Ankara 06510 Türkiye",4
1123,The Park Hotel,2.8,2,"Ziyabey Caddesi No:39 Nasuh Akar Mahallesi, Balgat \ Çankaya, Ankara 06520 Türkiye",6
610,Rota Bulvar Hotel,0.3,37,"Atatürk Bulvarı No: 63 Kızılay, Ankara Türkiye",1
73,Savis Hotel,3.3,20,"Ziya Gokalp Cad., No 27/C, Kizilay, Ankara 06610 Türkiye",3
543,Capital Plaza Otel,2.5,12,"Muhsin Yazıcıoğlu Cad. No:61 İşçi Blokları Mah., Ankara 0620 Türkiye",4
1903,The Ankara Hotel,3.5,103,"Eti Mahallesi, Celal Bayar Bulvarı No: 78, Ankara 06930 Türkiye",8
2569,CPAnkara Hotel,1.2,557,"Gazi Mah.Mevlana Bulvarı No:2/F Yenimahalle, Ankara 06330 Türkiye",7
3051,Hotel Spor,2.2,7,"Rüzgarlı Plevne Sk. No 6, Ankara 06030 Türkiye",10
976,Holiday Inn Ankara - Çukurambar,0.5,267,"İşçi Blokları Mah. 1484 Sk. No 3 (Konya yolu üzeri), Ankara 06520 Türkiye",9
2852,Otel Evren,2.4,2,"Hacı Bayram Mah. Çankırı Cad. Akşehir Sok. No:1/A Altındağ Merkez, Altındağ, Ankara 06050 Türkiye",10
1670,Grand Hamit Hotel,2.6,33,"Strazburg Caddesi No:22, Ankara 06430 Türkiye",5
1620,JW Marriott Hotel Ankara,2.2,514,"Kızilırmak Mah. Muhsin Yazıcıoğlu Cad. No: 1 Sögütözü, Ankara 06520 Türkiye",5
1187,Madi Ankara Inci Hotel,2.6,1,"Cankiri Cad. No: 54, Ulus, Ankara 06630 Türkiye",10
2144,Tarman Otel,0.8,1,"Atatürk Mah. Melek Sok. No 5 Sincan Merkez, Ankara Türkiye",10
3191,Ostimpark Business Hotel,2.5,48,"Ostim OSB Mahallesi 100. Yil Bulvarı No:99/29, Ankara 06374 Türkiye",10
280,Rescate Boutique Hotel,3.3,40,"Rabindranath Tagore Cad No:80 Yildiz, Ankara 06560 Türkiye",10
2448,Hotel Ayma,1.2,13,"Meşrutiyet Cad. No:25 Kızılay, Çankaya, Ankara Türkiye",5
1386,Volley Hotel Ankara,2.5,10,"Emniyet Mahallesi Milas Sokak No: 9/E, Ankara 06500 Türkiye",10
2177,Aktaş Otel,1.4,1,"Soğuk Kuyu Sok. No:4 Rüzgarlı, Altındağ, Ankara Türkiye",3
2930,Warwick Ankara,2.2,74,"Tahran Caddesi No: 5 Çankaya, Kavaklıdere, Ankara 06680 Türkiye",9
3189,Hotel Abro Sezenler,1.6,33,"Sezenler Caddesi No:18 Kızılay, Ankara 06420 Türkiye",8
2493,Turist Otel Ankara,1.5,80,"Çankırı Cad. No:37 Ulus/İsmetpaşa, Altındağ, Ankara 06030 Türkiye",10
1446,Ankara Konaklari,0.8,1,"Anafartalar Mah. Denizciler Cad. No:41, Ankara 06030 Türkiye",10
2045,Pozitif Suites,2.4,1,"Bağlıca Bulvarı 1064. Sok. No : 2, Ankara 06790 Türkiye",1
2429,Seğmen Otel,3.5,15,"Büklüm Sokak No:13 Kavaklidere, Ankara 06660 Türkiye",6
596,King Otel,0.2,53,"Güvenlik Cad. No:13 Ayrancı, Çankaya, Ankara 06540 Türkiye",7
2044,Double Comfort Hotel,3.0,18,"Sanayi Cad No 22 Anafartalar Mah. Altındağ, Ankara 06050 Türkiye",10
1006,Anadolu Hotels DownTown Ankara,3.5,189,"Beştepeler Mh. Yasam Cd. 1.Sk. No:7/B Söğütözü, Ankara 06520 Türkiye",9
2308,Asrin Park Hotel,2.9,63,"Dikmen Cad. 843 Sok. No:2 Dikmen - Çankaya, Ankara 06500 Türkiye",5
1511,Butik Otel Yargıtayevi,2.5,1,"Zühtü Tiğrel Cad. No:3 Dikmen, Çankaya, Ankara Türkiye",5
1222,Anıt Park Otel,3.8,14,"Gazi Mustafa Kemal Bulv. Kubilay Sok. No:45 Tandoğan, Çankaya, Ankara Türkiye",5
985,Grand Silay Hotel,4.0,20,"Meşrutiyet caddesi no:40 Kültür mahallesi, Ankara 06620 Türkiye",8
2540,Seven Deep Hotel,3.6,54,"Bestekar Sk. No: 72 Çankaya, Ankara 06680 Türkiye",7
1888,Hotel Monec,2.2,81,"Esat Ozoguz Sk No:5 Oran, Ankara 06450 Türkiye",3
638,Hilton Garden Inn Ankara Gimat,1.2,512,"Camlica Mahallesi Anadolu Bulvari No:26 Yenimahalle, Ankara 06200 Türkiye",9
859,Maltepe Manhattan Hotel,3.3,5,"G.M.K. Bulvari No. 66, Ankara 6570 Türkiye",1
2097,Ankara Efes Otel,3.8,1,"Denizciler Cad. No:12 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",3
2471,Butik Otel Yargıtayevi,2.9,1,"Zühtü Tiğrel Cad. No:3 Dikmen, Çankaya, Ankara Türkiye",8
824,Elegant House,3.3,1,"Azerbaycan Caddesi No 131, Ankara 06490 Türkiye",6
425,Hotel Mostar,2.3,12,"Opera Meydanı, Tavus Sokak No: 6 Ulus, Ankara 06240 Türkiye",6
807,N'evo Studios,2.5,33,"Alacaatli Mah. 3158. Cad No. 38 Alacaatli, Ankara 06810 Türkiye",9
1973,Ab-i Hayat Thermal Hotel,3.0,40,"Kazımkarabekir cad. no:30 Kızılcahamam, Ankara 06890 Türkiye",9
933,Demora Hotel Kavaklıdere,4.1,1,"Esat Cd. No:51 Kavaklıdere Mahallesi, Ankara 06101 Türkiye",5
3163,Ramada Hotel,3.0,311,"Tunalı Hilmi Caddesi No:66 Kavaklıdere, Ankara 06660 Türkiye",2
1553,Apart Hotel Best,2.8,50,"Uğur Mumcu Sok. No 71 Gaziosmanpasa, Ankara 06700 Türkiye",7
1021,Rental House Ankara,2.2,23,"Filistin Caddesi Kuleli Sokak No:22, Ankara Türkiye",4
2736,Destino Park Hotel,2.8,9,"Maltepe Mah. Gazi Mustafa Kemal Bulvarı No: 59/1 Çankaya, Ankara 06570 Türkiye",4
3005,Pozitif Suites,3.3,1,"Bağlıca Bulvarı 1064. Sok. No : 2, Ankara 06790 Türkiye",4
1920,Divan Çukurhan,2.4,365,"Tarihi Ankara Kalesi Necatibey Mahallesi Depo Sokak No:3, Ankara 6250 Türkiye",5
2623,Elit Palas Hotel,3.3,47,"Bestekar Sokak No:26, Ankara 81580 Türkiye",1
818,Reda Palas,3.1,23,"Karanfil Sokak No: 27 Kizilay, Ankara 06420 Türkiye",10
484,Yeni Yavuz Hoteli,1.2,16,"Konya Sok. No:6, Ankara 06624 Türkiye",5
2047,Evkuran Hotel,4.3,7,"Ziya Gokalp Cad, Mediha Eldem Sok 40, Ankara Türkiye",3
2326,City Hotel Ankara,1.0,54,"Turan Güneş Bulvari No.19, Ankara 06550 Türkiye",3
2217,Berlitz Hotel,3.5,4,"Hukumet Cad. No:4/B Ulus, AltIndag, Ankara 06100 Türkiye",3
2836,King Otel,0.3,53,"Güvenlik Cad. No:13 Ayrancı, Çankaya, Ankara 06540 Türkiye",4
2368,Mar&Si Hotel,3.2,1,"Esdost Sk. 10 Altindag, Ankara 06050 Türkiye",5
1727,Evkuran Hotel,2.9,7,"Ziya Gokalp Cad, Mediha Eldem Sok 40, Ankara Türkiye",2
942,Peracity Otel,2.1,10,"Altindag Mahallesi, Ruzgarli Caddesi 10/A Ulus, Ankara 06050 Türkiye",4
2218,Tac Hotel,2.7,8,"Cankiri Cad. No: 35 Ulus, Ankara 06030 Türkiye",4
90,Notte Boutique Hotel,3.1,64,"Büklüm Sok. No:113 Kavaklıdere, Çankaya, Ankara 06460 Türkiye",10
3169,Wyndham Ankara,2.5,691,"Yaşam Ave 4th St No:4 Söğütözü, Ankara 06510 Türkiye",8
2964,Antik Otel,1.1,12,"Kale Mh., Işıklar Cd. D:No: 31, Ankara 06240 Türkiye",3
1656,Class Otel,2.0,39,"Bestekar Sok. No:64 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",1
1013,Ab-i Hayat Thermal Hotel,2.5,40,"Kazımkarabekir cad. no:30 Kızılcahamam, Ankara 06890 Türkiye",6
1137,Ankara Efes Otel,2.3,1,"Denizciler Cad. No:12 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",10
15,ROX Hotel Ankara,1.5,16,"Necatibey Cad. Kızılay Mah. No: 5 / 2 B Çankaya, Ankara 06420 Türkiye",5
533,Ankara Selvi Otel,1.2,25,"Cankiri cad. No: 16, Ankara 06030 Türkiye",4
2664,YV Boutique Hotel,2.6,8,"Zuhtu Tigrel Caddesi No: 3 Oran, Ankara 06450 Türkiye",2
559,Gimat Otel,3.0,14,"Bağdat Cad. No:91 Ostim, Yenimahalle Macunkoy, Ankara 06200 Türkiye",10
1823,Capital Plaza Otel,0.8,12,"Muhsin Yazıcıoğlu Cad. No:61 İşçi Blokları Mah., Ankara 0620 Türkiye",8
916,King Otel,2.3,53,"Güvenlik Cad. No:13 Ayrancı, Çankaya, Ankara 06540 Türkiye",8
2500,Sevecen Hotel,1.2,8,"Talatpasa Bulvari No:112 Hamamonu- Altindag, Ankara 06240 Türkiye",7
422,Dafne Hotel,0.0,35,"Karakusunlar Mah.1545 Sok. No:7 Balgat, Ankara 06530 Türkiye",3
2883,Ankara HiltonSA,1.8,1,"Barbaros Mah. Tahran Cad. No:12 Kavaklıdere, Çankaya, Ankara 06700 Türkiye",2
201,Sergah Hotel,1.0,114,"Cankiri Caddesi, 48, Ankara 06030 Türkiye",1
1153,Royal Anka Hotel,2.0,37,"G.M.K Bulvary No:96 Maltepe, Ankara Türkiye",6
3180,Seven Deep Hotel,2.8,54,"Bestekar Sk. No: 72 Çankaya, Ankara 06680 Türkiye",9
1285,Koza Suite Hotel,1.9,62,"Koza Sokak No: 52 Gaziosmanpaşa Çankaya, Ankara 06700 Türkiye",9
1080,Santa Zaguda Butik Hotel,3.3,3,"Guvenevler Mah. Farabi Sok. No: 33, Ankara 06690 Türkiye",3
2495,Stone House,1.4,1,"302. Sokak No:8 Kırkkonaklar mahallesi, Ankara 06610 Türkiye",2
2381,Ak Life Hotel & Suite,2.3,1,"Kırkpınar Sk. No.21, Ankara 06540 Türkiye",8
187,Ankara Trend House Apart,3.0,1,"Asagi Ovecler Mahallesi, 1326. Sokak No: 3, Ankara 06460 Türkiye",7
864,Tarman Otel,1.6,1,"Atatürk Mah. Melek Sok. No 5 Sincan Merkez, Ankara Türkiye",6
459,Grand Elitta Hotel,2.4,3,"Büyük Esat Mah. Uğurmumcu Cad. Kız Kulesi Sok. No: 36 Çankaya, Ankara 06700 Türkiye",10
791,Siyav Hotel,4.5,11,"Konur Sokak No:56 Kavaklıdere Mahallesi, Ankara 06680 Türkiye",3
1625,Grand Silay Hotel,2.3,20,"Meşrutiyet caddesi no:40 Kültür mahallesi, Ankara 06620 Türkiye",10
3041,Ankara Jolly Hotel,2.0,1,"Irfan Bastug Caddesi No 1 Yildirim Beyazit Bulvari, Ankara 06070 Türkiye",10
2782,Divriği Konukevi,0.0,1,"Aydınlar Mah. Sokullu Cad. Pir Sultan Sok. No:8 Dikmen, Çankaya, Ankara Türkiye",10
570,Hotel Deniz,1.7,8,"Anafartalar Mah. Denizciler Cad. No:36 Ulus, Altındağ, Ankara 6240 Türkiye",1
1832,Erek Butik Hotel,4.5,1,"Libya Caddesi Becerikli Sokak No: 21, Ankara 06420 Türkiye",7
1336,Class Otel,4.0,39,"Bestekar Sok. No:64 Kavaklıdere, Çankaya, Ankara 06680 Türkiye",10
1684,Antik Otel,3.1,12,"Kale Mh., Işıklar Cd. D:No: 31, Ankara 06240 Türkiye",9
245,Kardelen Apart Otel,3.3,1,"Halk Sokak 7, Ankara 06430 Türkiye",5
1845,Kardelen Apart Otel,1.8,1,"Halk Sokak 7, Ankara 06430 Türkiye",10
2316,Başkent Konukevi,2.6,12,"Kültür Mahallesi, İçel Sokak No: 27 Çankaya, Atatürk Üniversitesi, Ankara 06420 Türkiye",3
2103,Hotel Kale,2.8,1,"Anafartalar Cad. Akataş Sok. No:13 Ulus/İsmetpaşa, Altındağ, Ankara Türkiye",9
306,Park Inn by Radisson Ankara Cankaya,3.4,178,"Aleksander Dubcek Cad. No: 7, Ankara 06450 Türkiye",6
1632,Hotel Cinnah,2.9,144,"Cinnah Caddesi No:3 Cankaya, Ankara 06690 Türkiye",7
1476,Erşan Otel,2.5,2,"Meşrutiyet Mahallesi, Meşrutiyet Cd. No: 13 Çankaya, Kızılay, Ankara 06420 Türkiye",10
1141,Almer Hotel,4.0,39,"Cankiri Caddesi No:17, Ankara 06030 Türkiye",4
2669,Tesk Hotel,2.0,4,"Çukurca Birlik Mah. 478. Sok. No: 10 Çankaya Merkez, Çankaya, Ankara Türkiye",7
2249,CPAnkara Hotel,2.6,557,"Gazi Mah.Mevlana Bulvarı No:2/F Yenimahalle, Ankara 06330 Türkiye",6
197,Hotel Hitit Aile,0.0,4,"Hisarparki Caddesi No 12, Ankara 06250 Türkiye",7
36,Niza Park Otel,0.0,53,"Farabi Sokak No: 36, Ankara 06690 Türkiye",6
1617,Anemon Ankara,2.4,125,"Konur 2 Sokak No 60, Kavaklidere, Ankara 06680 Türkiye",2
2969,Bianco Boutique Hotel,0.3,24,"Koza Sok. No:43 Gaziosmanpaşa (Gop), Çankaya, Ankara 06700 Türkiye",8
1797,Hotel Hitit Aile,2.0,4,"Hisarparki Caddesi No 12, Ankara 06250 Türkiye",2
2111,Cihan Palas Yeni Hotel,0.9,11,"Sanayi Caddesi 5/B Ulus, Ankara 06050 Türkiye",7
2245,Koza Suite Hotel,3.5,62,"Koza Sokak No: 52 Gaziosmanpaşa Çankaya, Ankara 06700 Türkiye",2
2122,Angora Hotel,2.0,25,"Istanbul Caddesi Soydaslar Sokak 16 No:16, Ankara 06000 Türkiye",8
299,Raymar Hotels Ankara,3.0,97,"Meşrutiyet Mah. Selanik 2 Cad. No: 74, Ankara 06420 Türkiye",9
764,Double Comfort Hotel,2.6,18,"Sanayi Cad No 22 Anafartalar Mah. Altındağ, Ankara 06050 Türkiye",6
508,Esenboğa Airport Hotel,3.3,80,"Esenboğa Havalimanı Yolu 16. Km. Sarayköy, Ankara 06150 Türkiye",9
208,Hotel Ayma,0.1,13,"Meşrutiyet Cad. No:25 Kızılay, Çankaya, Ankara Türkiye",8
272,Hotel Dream Life,5.0,19,"Mesrutiyet Caddesi Hatay Sok. No:19, Ankara 06640 Türkiye",2
74,King Hotel,2.3,54,"Piyade Sokak No: 17 Çankaya, Ankara 06550 Türkiye",4
518,Ankara Madi Hotel,2.5,6,"Altındağ Mahallesi, Rüzgarlı Cadde No: 19 Altındağ, Ulus, Ankara 06030 Türkiye",9
2464,Tarman Otel,2.2,1,"Atatürk Mah. Melek Sok. No 5 Sincan Merkez, Ankara Türkiye",1
2233,Kayra Hotel,1.8,67,"Kocatepe Mahallesi Bayındir 2 Sokak No:46 Kızılay, Ankara 06420 Türkiye",9
1368,Inn.14 Hostel,2.1,31,"Aşkaabat Caddesi No:14 7.Cadde, Ankara Türkiye",2
1166,Grand Sıla Otel,3.0,4,"Saray Mah. İstanbul Yolu 27. Km. Kazan Merkez, Kazan, Ankara Türkiye",9
27,Inn 65 Budget,1.5,51,"Azerbaycan Caddesi 65, Ankara Türkiye",7
366,Anadolu Hotels DownTown Ankara,2.3,189,"Beştepeler Mh. Yasam Cd. 1.Sk. No:7/B Söğütözü, Ankara 06520 Türkiye",7
2668,Doğan Royal Otel,2.1,9,"Sağlık 1 Sok. No 29, Çankaya Kızılay, Ankara Türkiye",6
49,Hotel 2000 Kavaklıdere,0.8,182,"Kavaklıdere, Bestekar Cd No:29,, Ankara 06680 Türkiye",9
53,Ab-i Hayat Thermal Hotel,3.5,40,"Kazımkarabekir cad. no:30 Kızılcahamam, Ankara 06890 Türkiye",3
3136,Manhattan Hotel,0.3,21,"Anafartalar Mahallesi Kazim Karabekir cd no 74/1 Anafartalar Mah. Kazim Karabekir Cad, Ankara 06310 Türkiye",5
794,Nobel Hotel,3.0,5,"Cankiri Caddesi No: 58, Ankara 06030 Türkiye",6
324,Deeps Hostel,2.2,98,"Atac 2 sk no:46 Kolej, Ankara 06100 Türkiye",5
70,Grand Hamit Hotel,2.9,33,"Strazburg Caddesi No:22, Ankara 06430 Türkiye",10
377,Güvenay Business Hotel,1.6,74,"Gazi Mustafa Kemal Blv., No:139 Anıttepe, Ankara 06570 Türkiye",8
1673,Savis Hotel,0.0,20,"Ziya Gokalp Cad., No 27/C, Kizilay, Ankara 06610 Türkiye",8
2731,Hotel Spor,2.3,7,"Rüzgarlı Plevne Sk. No 6, Ankara 06030 Türkiye",9
1462,OZ Altin Basak Hotel,2.3,1,"Anafartalar Mah Denizciler Cad No:46, Ankara 06050 Türkiye",6
866,A&C Kiz Ogrenci Yurdu 3. Sube,4.0,3,"Silahtar Caddesi No: 60 Gazi Mahallesi Yenimahalle, Ankara 06560 Türkiye",8
2222,Peracity Otel,2.4,10,"Altindag Mahallesi, Ruzgarli Caddesi 10/A Ulus, Ankara 06050 Türkiye",8
1712,City Hotel,1.5,3,"Ulubatli Hasan Sok. Istasyon Mah, No:13 Etimesgut, Ankara Türkiye",7
